entry_date,exit_date,symbol,direction,entry_price,exit_price,stop_loss,target,pnl,pnl_pct,exit_reason,score,hold_days
2026-01-12 00:00:00+05:30,2026-01-13 00:00:00+05:30,AUBANK,long,1007.7999877929688,973.9285627092634,973.9285627092634,1058.6071254185267,-33.87142508370539,-3.360927316330109,stop_loss,0.4,1
2026-01-16 00:00:00+05:30,2026-01-19 00:00:00+05:30,AUBANK,long,1025.4000244140625,1020.9500122070312,981.5000348772321,1091.250008719308,-4.45001220703125,-0.4339781647239662,time,0.4,1
2026-01-19 00:00:00+05:30,2026-01-19 00:00:00+05:30,AUBANK,long,1020.9500122070312,1020.9500122070312,977.6286010742188,1085.93212890625,0.0,0.0,time,0.3,0
2025-12-31 00:00:00+05:30,2026-01-19 00:00:00+05:30,AXISBANK,long,1269.4000244140625,1307.5,1233.7714146205358,1322.8429391043526,38.0999755859375,3.0014160117512145,time,0.3,13
2026-01-15 00:00:00+05:30,2026-01-19 00:00:00+05:30,AXISBANK,long,1298.800048828125,1307.5,1257.5286516462054,1360.7071446010045,8.699951171875,0.6698453068064442,time,0.3,2
2026-01-16 00:00:00+05:30,2026-01-19 00:00:00+05:30,AXISBANK,long,1294.199951171875,1307.5,1251.8428431919642,1357.7356131417412,13.300048828125,1.0276656876769346,time,0.4,1
2026-01-19 00:00:00+05:30,2026-01-19 00:00:00+05:30,AXISBANK,long,1307.5,1307.5,1263.3285958426338,1373.7571062360491,0.0,0.0,time,0.4,0
2025-12-31 00:00:00+05:30,2026-01-07 00:00:00+05:30,BAJAJ-AUTO,long,9343.0,9756.464285714286,9067.357142857143,9756.464285714286,413.46428571428623,4.425391049066533,target,0.3,5
2026-01-01 00:00:00+05:30,2026-01-19 00:00:00+05:30,BAJAJ-AUTO,long,9558.0,9429.5,9262.785714285714,10000.82142857143,-128.5,-1.3444235195647625,time,0.3,11
2026-01-02 00:00:00+05:30,2026-01-19 00:00:00+05:30,BAJAJ-AUTO,long,9502.5,9429.5,9183.857142857143,9980.464285714286,-73.0,-0.7682188897658512,time,0.4,10
2026-01-05 00:00:00+05:30,2026-01-19 00:00:00+05:30,BAJAJ-AUTO,long,9497.5,9429.5,9167.142857142857,9993.035714285714,-68.0,-0.7159778889181363,time,0.3,9
2026-01-06 00:00:00+05:30,2026-01-19 00:00:00+05:30,BAJAJ-AUTO,long,9661.0,9429.5,9311.214285714286,10185.67857142857,-231.5,-2.396232274091709,time,0.19999999999999998,8
2026-01-07 00:00:00+05:30,2026-01-19 00:00:00+05:30,BAJAJ-AUTO,long,9789.5,9434.142857142857,9434.142857142857,10322.535714285714,-355.3571428571431,-3.6299825614908126,stop_loss,0.09999999999999998,7
2026-01-08 00:00:00+05:30,2026-01-19 00:00:00+05:30,BAJAJ-AUTO,long,9760.5,9429.5,9408.142857142857,10289.035714285714,-331.0,-3.391219712104913,time,0.19999999999999998,6
2026-01-09 00:00:00+05:30,2026-01-19 00:00:00+05:30,BAJAJ-AUTO,long,9562.5,9429.5,9195.214285714286,10113.42857142857,-133.0,-1.3908496732026143,time,0.3,5
2026-01-12 00:00:00+05:30,2026-01-19 00:00:00+05:30,BAJAJ-AUTO,long,9491.0,9429.5,9105.92857142857,10068.607142857143,-61.5,-0.6479822990201244,time,0.4,4
2026-01-13 00:00:00+05:30,2026-01-19 00:00:00+05:30,BAJAJ-AUTO,long,9554.0,9429.5,9169.857142857143,10130.214285714286,-124.5,-1.3031191124136488,time,0.3,3
